StateWellId|SealMethodId|SealMethodOtherDesc|CreatedDate|LastUpdateDate
46886|2|Driller|2017-03-30|2017-03-30
46956|17||2018-04-17|2018-04-17
47207|2||2016-09-07|2016-09-07
47309|16||2018-04-17|2018-04-17
47359|1|Mixed & Poured|2018-04-17|2018-04-17
47367|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
47387|1|Trimmie Pipe|2018-04-17|2018-04-17
47412|15||2018-04-17|2018-04-17
47415|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
47426|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
47440|15||2018-04-17|2018-04-17
47441|15||2018-04-17|2018-04-17
47442|15||2018-04-17|2018-04-17
47443|15||2017-05-03|2017-05-03
47444|15||2018-04-17|2018-04-17
47445|15||2017-05-03|2017-05-03
47455|15|Pumpco|2017-03-29|2017-03-29
47480|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
47481|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
47486|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
47489|11||2018-04-17|2018-04-17
47538|2|Cement|2017-03-30|2017-03-30
47553|1|Pressure cementing tremmie pipe method|2018-04-17|2018-04-17
47688|2||2018-04-17|2018-04-17
47827|1|pumped via tremmie line|2018-04-17|2018-04-17
47872|1|Tremmie pumped|2017-03-22|2017-03-22
47873|1|Tremmie pumped|2017-03-22|2017-03-22
47874|1|Tremmie pumped|2017-03-22|2017-03-22
47875|1|tremmie pumped|2018-04-17|2018-04-17
47876|1|tremmie pumped|2018-04-17|2018-04-17
47877|1|tremmie pumped|2018-04-17|2018-04-17
47878|1|Tremmie pumped|2017-03-22|2017-03-22
47894|15|Cement|2017-03-28|2017-03-28
47924|15||2019-01-14|2019-01-14
47936|15||2019-01-15|2019-01-15
47948|15||2016-09-07|2016-09-07
47972|2||2016-09-06|2016-09-06
48089|2||2019-01-14|2019-01-14
48091|1|Haliburton|2019-01-14|2019-01-14
48096|17||2018-04-17|2018-04-17
48101|2||2019-01-14|2019-01-14
48103|15||2019-01-14|2019-01-14
48162|15||2018-04-17|2018-04-17
48167|2||2018-05-31|2018-05-31
48178|1|CONVENTIONAL|2018-04-17|2018-04-17
48187|1|Circulate mud pump|2018-05-31|2018-05-31
48199|16||2017-05-03|2017-05-03
48224|1|exterior positive displacement|2018-04-17|2018-04-17
48230|2||2018-05-31|2018-05-31
48233|2||2018-05-30|2018-05-30
48234|2||2018-05-30|2018-05-30
48235|2||2018-05-30|2018-05-30
48236|2||2018-05-31|2018-05-31
48237|2||2018-05-29|2018-05-29
48238|2||2018-05-30|2018-05-30
48245|2||2018-05-30|2018-05-30
48253|1|Haliburton|2018-05-31|2018-05-31
48281|1|Trimmie Pipe|2018-04-17|2018-04-17
48282|1|Trimmie Pipe|2018-04-17|2018-04-17
48311|16||2017-08-02|2017-08-02
48313|1|Haliburton|2017-08-02|2017-08-02
48326|15|Halliburton|2017-03-30|2017-03-30
48331|1|positive displacement|2018-04-17|2018-04-17
48345|1|Trimmie Pipe|2018-04-17|2018-04-17
48358|15||2018-04-17|2018-04-17
48382|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
48399|2||2019-01-15|2019-01-15
48400|15||2019-01-14|2019-01-14
48417|2||2019-01-15|2019-01-15
48422|1|Haliburton|2019-01-14|2019-01-14
48436|2||2018-05-31|2018-05-31
48437|17|Halliburton|2017-03-29|2017-03-29
48445|1|Haliburton|2019-01-15|2019-01-15
48495|1|PRESSURE CEMENT|2018-04-17|2018-04-17
48496|1|Positive Displacement|2018-04-17|2018-04-17
48555|15||2019-01-15|2019-01-15
48556|15||2019-01-15|2019-01-15
48585|2||2019-01-14|2019-01-14
48586|17|Halliburton|2017-03-28|2017-03-28
48605|1|Pump Down|2018-04-17|2018-04-17
48627|1|Pump Down|2018-04-17|2018-04-17
48693|2|Cement|2017-03-30|2017-03-30
48702|1|positive displacement|2018-04-17|2018-04-17
48719|1|mud pump|2018-04-17|2018-04-17
48745|15|Driller|2017-03-29|2017-03-29
48752|2|Cement|2017-03-28|2017-03-28
48753|15||2019-01-14|2019-01-14
48822|2||2019-01-14|2019-01-14
48829|2||2018-05-31|2018-05-31
48838|2||2020-05-08|2020-05-08
48851|2||2018-05-31|2018-05-31
48852|15||2018-05-31|2018-05-31
48868|2|Cement|2017-04-03|2017-04-03
48869|1|Haliburton|2019-01-15|2019-01-15
48872|2||2018-05-31|2018-05-31
48874|2||2019-01-16|2019-01-16
48875|2||2019-01-15|2019-01-15
48876|2||2019-01-15|2019-01-15
48877|2||2019-01-14|2019-01-14
48878|15||2019-01-15|2019-01-15
49066|2||2019-03-12|2019-03-12
49085|2|Cement|2017-03-27|2017-03-27
49101|17|Halliburton|2017-03-27|2017-03-27
49105|1|Pump down plug|2018-04-17|2018-04-17
49137|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
49176|15||2019-03-08|2019-03-08
49180|2|Cement|2017-03-28|2017-03-28
49191|2||2019-01-16|2019-01-16
49268|16|Cement|2017-03-27|2017-03-27
49311|1|Pressure Tremmie|2018-04-17|2018-04-17
49405|1|Pump Down Plug|2018-04-17|2018-04-17
49511|1|Pump Down|2018-04-17|2018-04-17
49512|1|pressure tremmie|2018-04-17|2018-04-17
49516|1|Pump Down|2017-05-03|2017-05-03
49674|1|mix and pour - dry annulus|2018-04-17|2018-04-17
49720|16|Cement|2017-03-27|2017-03-27
49755|2||2018-05-17|2018-05-17
49756|2||2018-05-17|2018-05-17
49882|11||2016-12-21|2016-12-21
49883|11||2018-04-17|2018-04-17
49884|11||2016-12-21|2016-12-21
49885|11||2018-04-17|2018-04-17
49886|11||2018-04-17|2018-04-17
49887|11||2016-12-21|2016-12-21
49888|1|pumped in with trim line|2018-04-17|2018-04-17
49916|1|pumpdown plug|2018-04-17|2018-04-17
50063|1|PRESSURED CEMENTED|2018-04-17|2018-04-17
50099|2||2017-08-02|2017-08-02
50230|1|Driller|2017-04-19|2017-04-19
50231|16|Driller|2017-04-19|2017-04-19
50266|1|Pump Down Plug|2018-04-17|2018-04-17
50418|2|Driller|2017-04-19|2017-04-19
50449|2||2017-04-03|2017-04-03
50610|2||2016-12-21|2016-12-21
50662|17||2018-04-17|2018-04-17
50665|1|Pressure Pumped Haliburton style|2018-04-17|2018-04-17
50714|1|Pressure Pumped|2018-04-17|2018-04-17
50770|11||2018-04-17|2018-04-17
50787|17||2018-04-17|2018-04-17
50850|1|Pump-Trimmie Pipe|2018-04-17|2018-04-17
50888|1|Halliburton Style|2018-04-17|2018-04-17
50889|1|Halliburton Style|2018-04-17|2018-04-17
50996|2||2018-04-06|2018-04-06
51115|1|PUMP DOWN|2018-04-17|2018-04-17
51117|2||2016-07-19|2016-07-19
51188|2||2016-11-30|2016-11-30
51194|1|Pump|2018-04-17|2018-04-17
51195|2||2016-07-19|2016-07-19
51251|15||2018-04-13|2018-04-13
51261|2||2016-11-30|2016-11-30
51286|15||2018-04-13|2018-04-13
51287|2||2018-04-12|2018-04-12
51288|15||2018-04-13|2018-04-13
51291|15||2018-04-13|2018-04-13
51294|2||2018-04-13|2018-04-13
51296|15||2018-04-13|2018-04-13
51380|17||2018-04-17|2018-04-17
51397|1|Tremmie Pipe from Bottom to Top|2018-04-17|2018-04-17
51447|15||2018-04-17|2018-04-17
51485|1|Pump down plug.|2018-04-17|2018-04-17
51512|1|Pump Down|2018-04-17|2018-04-17
51549|2|Driller|2017-04-11|2017-04-11
51739|17||2018-04-17|2018-04-17
51781|2|Driller|2017-04-19|2017-04-19
51799|1|Braden Head|2018-04-17|2018-04-17
51861|17||2018-04-17|2018-04-17
51862|17||2018-04-17|2018-04-17
51878|1|Pressure Cemented|2018-04-17|2018-04-17
51879|1|Tremmie|2018-04-17|2018-04-17
51880|17||2018-04-17|2018-04-17
51929|2||2020-10-09|2020-10-09
51930|2|Driller|2017-04-19|2017-04-19
51967|2||2017-04-11|2017-04-11
51975|2|Driller|2017-04-19|2017-04-19
52077|16||2018-04-17|2018-04-17
52154|1|Pumped Lower/Poured Top|2018-04-17|2018-04-17
52166|17||2018-04-17|2018-04-17
52220|17||2018-04-17|2018-04-17
52296|1|CEMENT 8% BENT OUTSIDE PRESSURE|2018-04-17|2018-04-17
52335|15||2018-04-17|2018-04-17
52416|1|test Well|2018-04-17|2018-04-17
52542|1|Grout|2018-04-17|2018-04-17
52553|2||2018-04-17|2018-04-17
52559|1|Pump|2018-04-17|2018-04-17
52560|1|Pump|2018-04-17|2018-04-17
52603|17||2018-04-17|2018-04-17
52612|17||2018-04-17|2018-04-17
52627|17||2018-04-17|2018-04-17
52643|17||2018-04-17|2018-04-17
52644|17||2018-04-17|2018-04-17
52717|2|Cement|2017-04-11|2017-04-11
52855|2||2017-04-11|2017-04-11
52866|15||2017-01-12|2017-01-12
52867|15||2017-01-12|2017-01-12
52868|1|Grout|2018-04-17|2018-04-17
52880|1|PRESSURE PUMP|2018-04-17|2018-04-17
52893|2|Driller|2017-04-11|2017-04-11
53005|2||2017-04-11|2017-04-11
53021|1|Circulated|2018-04-17|2018-04-17
53398|2||2018-04-12|2018-04-12
53399|2||2018-04-13|2018-04-13
53400|15||2018-04-13|2018-04-13
53401|1|Haliburton|2018-04-11|2018-04-11
53416|15||2018-04-13|2018-04-13
53418|2||2018-04-12|2018-04-12
53419|15||2018-04-13|2018-04-13
53422|17||2018-04-17|2018-04-17
53425|16||2018-04-17|2018-04-17
53433|15|Driller|2017-04-11|2017-04-11
53453|1|Trimmie Pipe|2018-04-17|2018-04-17
53454|17||2018-04-17|2018-04-17
53455|1|Trimmie Pipe|2018-04-17|2018-04-17
53590|2||2018-04-12|2018-04-12
53595|16||2018-04-17|2018-04-17
53596|16||2018-04-17|2018-04-17
53625|2||2016-07-20|2016-07-20
53773|1|Trimmie Pipe|2018-04-17|2018-04-17
53973|16||2018-04-26|2018-04-26
53979|15||2018-04-26|2018-04-26
54036|1|Pump Down|2018-04-17|2018-04-17
54064|17||2018-04-17|2018-04-17
54126|1|positive interior displacement|2018-04-17|2018-04-17
54134|1|Halliburton|2017-08-02|2017-08-02
54150|15||2017-08-02|2017-08-02
54202|17||2018-04-17|2018-04-17
54299|2||2017-08-03|2017-08-03
54334|1|hopper and trimmie line|2018-04-17|2018-04-17
54425|1|Pump Down Plug|2018-04-17|2018-04-17
54439|2||2017-04-11|2017-04-11
54443|1|Pump Down Plug|2018-04-17|2018-04-17
54453|1|Hopper to trimmel line|2018-04-17|2018-04-17
54594|17||2018-04-17|2018-04-17
54672|15||2017-08-03|2017-08-03
54896|1|Hopper to trimmel line|2018-04-17|2018-04-17
54930|2|Driller|2017-04-11|2017-04-11
54943|2||2017-08-03|2017-08-03
54952|2||2017-08-03|2017-08-03
54984|15|Driller|2017-04-11|2017-04-11
55013|15||2018-04-17|2018-04-17
55023|2||2017-04-11|2017-04-11
55104|17||2018-04-17|2018-04-17
55140|17||2018-04-17|2018-04-17
55212|1|Pressure Cement|2018-04-17|2018-04-17
55213|1|Pressure Cement|2018-04-17|2018-04-17
55254|2||2017-04-11|2017-04-11
55262|1|Pressure Cement|2018-04-17|2018-04-17
55347|2||2018-04-17|2018-04-17
55390|17||2018-04-17|2018-04-17
55404|2||2017-04-11|2017-04-11
55410|2||2017-04-13|2017-04-13
55422|2|Cement |2016-07-21|2017-04-13
55437|2||2018-04-17|2018-04-17
55456|17||2018-04-17|2018-04-17
55465|2|Cement|2017-04-13|2017-04-13
55478|2|Cement|2017-04-13|2017-04-13
55482|17||2018-04-17|2018-04-17
55550|2||2017-04-13|2017-04-13
55579|2|Cement|2017-04-13|2017-04-13
55591|2||2017-04-13|2017-04-13
55624|1|Circulation|2018-04-17|2018-04-17
55629|2|Driller|2017-04-13|2017-04-13
55632|17||2018-04-17|2018-04-17
55638|1|HALIBERTON|2018-04-17|2018-04-17
55646|2||2018-04-17|2018-04-17
55690|2||2017-08-08|2017-08-08
55701|2||2017-08-08|2017-08-08
55783|1|Pour|2018-04-17|2018-04-17
56039|17||2018-04-17|2018-04-17
56058|2||2017-08-08|2017-08-08
56131|1|Grouted|2018-04-17|2018-04-17
56132|1|Grouted|2018-04-17|2018-04-17
56133|1|Grouted|2018-04-17|2018-04-17
56134|1|Grouted|2018-04-17|2018-04-17
56135|1|Grouted|2018-04-17|2018-04-17
56136|1|Grouted|2018-04-17|2018-04-17
56137|1|Grouted|2018-04-17|2018-04-17
56138|1|Grouted|2018-04-17|2018-04-17
56139|1|Grouted|2018-04-17|2018-04-17
56140|1|Grouted|2018-04-17|2018-04-17
56141|1|Grouted|2018-04-17|2018-04-17
56142|1|Grouted|2018-04-17|2018-04-17
56143|1|Grouted|2018-04-17|2018-04-17
56144|1|Grouted|2018-04-17|2018-04-17
56145|1|Grouted|2018-04-17|2018-04-17
56146|1|Grouted|2018-04-17|2018-04-17
56147|1|Grouted|2018-04-17|2018-04-17
56148|1|Grouted|2018-04-17|2018-04-17
56149|1|Grouted|2018-04-17|2018-04-17
56150|1|Grouted|2018-04-17|2018-04-17
56197|1|Mixed And poured|2018-04-17|2018-04-17
56204|17||2018-04-17|2018-04-17
56225|15||2017-02-14|2017-02-14
56247|2||2017-02-14|2017-02-14
56248|2||2017-02-14|2017-02-14
56249|15||2017-02-14|2017-02-14
56253|15||2017-02-14|2017-02-14
56404|2||2018-04-17|2018-04-17
56410|15||2017-01-12|2017-01-12
56417|15||2018-04-17|2018-04-17
56505|2||2017-04-13|2017-04-13
56572|1|grouted|2018-04-17|2018-04-17
56602|17||2018-04-17|2018-04-17
56650|17||2018-04-17|2018-04-17
56731|1|Haliberton|2018-04-17|2018-04-17
56736|2|Driller|2017-04-13|2017-04-13
56751|15||2017-01-12|2017-01-12
56875|2|Driller|2017-04-13|2017-04-13
56924|2|Driller|2017-04-13|2017-04-13
56997|15||2018-06-27|2018-06-27
56998|15||2018-06-26|2018-06-26
57023|2||2017-01-12|2017-01-12
57034|1|Haliburton|2017-01-12|2017-01-12
57035|2||2017-01-12|2017-01-12
57173|15|Driller|2017-04-13|2017-04-13
57221|1|Halibruton & Pressure Tremmie|2016-10-06|2016-10-06
57224|2||2016-10-06|2016-10-06
57478|17||2018-04-17|2018-04-17
57573|17||2018-04-17|2018-04-17
57576|17||2018-04-17|2018-04-17
57710|17||2018-04-17|2018-04-17
57744|2|Driller|2017-04-13|2017-04-13
57746|15||2016-10-06|2016-10-06
57748|15||2016-10-06|2016-10-06
57833|17||2018-04-17|2018-04-17
57838|2||2017-08-08|2017-08-08
57944|1|Pressure Tremmie|2018-04-17|2018-04-17
57947|2||2017-08-08|2017-08-08
58038|1|Pressure cemented|2018-04-17|2018-04-17
58078|17|Cement|2017-03-24|2017-03-24
58133|15||2016-09-21|2016-09-21
58134|15||2016-09-21|2016-09-21
58298|2||2017-03-22|2017-03-22
58343|2||2017-03-22|2017-03-22
58353|1|Outside Pressure Cement 8% Bent.|2018-04-17|2018-04-17
58375|1|Outside Pressure 8% Bentonite|2018-04-17|2018-04-17
58386|1|OUTSIDE-PRESSURE CEMENT 8% BENTONITE(9)|2018-04-17|2018-04-17
58412|1|OUTSIDE-PRESSURE TREMMIE|2018-04-17|2018-04-17
58452|2||2018-05-17|2018-05-17
58549|15||2018-04-17|2018-04-17
58552|12||2017-03-22|2017-03-22
58617|15||2017-03-22|2017-03-22
58699|2||2016-10-06|2016-10-06
58802|16||2018-04-17|2018-04-17
58814|15||2017-03-22|2017-03-22
58853|2||2017-04-13|2017-04-13
59012|2||2017-12-06|2017-12-06
59028|15||2018-04-17|2018-04-17
59176|15||2017-12-07|2017-12-07
59181|2||2017-12-07|2017-12-07
59185|2||2017-12-07|2017-12-07
59196|1|Halliburton|2016-07-21|2016-07-21
59197|1|Haliburton|2017-12-07|2017-12-07
59224|2||2017-03-24|2017-03-24
59284|15||2018-04-17|2018-04-17
59287|15||2017-03-22|2017-03-22
59307|17||2018-04-17|2018-04-17
59375|1|Grout and Pressure|2017-12-15|2017-12-15
59376|15||2017-12-15|2017-12-15
59380|14||2017-03-24|2017-03-24
59387|1|Grout and Pressure|2018-04-17|2018-04-17
59398|11||2017-12-19|2017-12-19
59399|15||2018-04-17|2018-04-17
59447|17||2018-04-17|2018-04-17
59463|1|Pressure and Grout|2018-04-17|2018-04-17
59498|1|Haliburton|2016-10-06|2016-10-06
59520|16|Driller|2017-03-29|2017-03-29
59566|2||2019-01-16|2019-01-16
59569|2||2019-01-16|2019-01-16
59594|2||2019-01-16|2019-01-16
59596|15||2019-01-16|2019-01-16
59598|2||2019-01-16|2019-01-16
59603|2||2019-01-16|2019-01-16
59608|1|Circulate|2018-04-17|2018-04-17
59612|15||2019-01-16|2019-01-16
59679|2|Cement|2017-03-28|2017-03-28
59695|1|PRESSURE CEMENT TRIMMIE PIPE|2018-04-17|2018-04-17
59719|2||2019-01-16|2019-01-16
59761|16||2017-08-08|2017-08-08
59762|15||2018-04-17|2018-04-17
59770|1|PRESSURE CEMENTED|2018-04-17|2018-04-17
59789|17|Halliburton|2017-03-28|2017-03-28
59834|15|Cement|2017-03-28|2017-03-28
59840|16|Cement|2017-03-28|2017-03-28
59880|1|CIRCULATED|2018-04-17|2018-04-17
59957|17||2018-04-17|2018-04-17
59986|1|bottom up/used drill pipe|2018-04-17|2018-04-17
60195|2||2017-08-09|2017-08-09
60200|2|Cement|2017-03-28|2017-03-28
60251|1|Haliburton|2017-05-03|2017-05-03
60289|1|HALLIBURTON METHOD|2018-04-17|2018-04-17
60368|15|Driller|2017-04-03|2017-04-03
60438|1|Pressure Cement (See Attached Log)|2018-04-17|2018-04-17
60461|2|Driller|2017-04-11|2017-04-11
60491|13||2017-05-03|2017-05-03
60506|1|Gravity Feed|2018-04-17|2018-04-17
60626|2||2017-04-03|2017-04-03
60857|2||2018-04-17|2018-04-17
60860|11|Driller|2017-03-30|2017-03-30
61041|2||2018-04-17|2018-04-17
61062|11|Driller|2017-04-03|2017-04-03
61085|15|Driller|2017-03-30|2017-03-30
61297|1|Top Job|2018-04-17|2018-04-17
61298|1|Top Job|2018-04-17|2018-04-17
61384|2|Driller|2017-03-30|2017-03-30
61449|16|Driller|2017-04-03|2017-04-03
61451|15||2018-04-17|2018-04-17
61911|1|Sand and Cement|2018-04-17|2018-04-17
61918|17|4 Arrows |2017-03-29|2017-03-29
61967|2|Driller|2017-03-29|2017-03-29
62147|15|Driller|2017-03-29|2017-03-29
62148|1|PRESSURE TREMMIE PUMPED|2018-04-17|2018-04-17
62156|1|Dry|2017-02-17|2017-02-17
62171|15||2017-08-09|2017-08-09
62344|15||2018-04-17|2018-04-17
62345|15||2018-04-17|2018-04-17
62346|15||2018-04-17|2018-04-17
62347|15||2018-04-17|2018-04-17
62411|2||2017-02-22|2017-02-22
62416|10|Driller|2017-03-30|2017-03-30
62594|1|Grout|2017-02-22|2017-02-22
62634|1|Grout|2018-04-04|2018-04-04
63760|1|Cement|2018-04-17|2018-04-17
63765|1|Hand|2018-04-17|2018-04-17
63766|1|wheel barrow|2018-04-17|2018-04-17
63908|1|presure pumped|2018-04-17|2018-04-17
63922|2|Driller|2017-03-30|2017-03-30
64008|1|HAND|2018-04-17|2018-04-17
64044|11||2016-07-28|2016-07-28
64071|1|presure pumped|2018-04-17|2018-04-17
64281|2||2018-04-03|2018-04-03
64329|2||2017-08-09|2017-08-09
64331|2||2017-08-09|2017-08-09
64335|2||2017-08-09|2017-08-09
64337|2||2017-08-09|2017-08-09
64358|1|Grout|2018-04-17|2018-04-17
64461|1|Top Job|2018-04-17|2018-04-17
65136|1|Pour|2018-04-17|2018-04-17
65150|1|Poured from top|2018-04-17|2018-04-17
65152|1|Poured From Top|2018-04-17|2018-04-17
65286|1|cement|2018-04-17|2018-04-17
65287|1|Cement|2018-04-17|2018-04-17
65419|1|Poured from top.|2018-04-17|2018-04-17
65750|1|Poured From Top|2018-04-17|2018-04-17
65960|1|slurry/ drop|2018-04-17|2018-04-17
66082|1|cement slurry|2018-04-17|2018-04-17
66163|1|cement slurry|2018-04-17|2018-04-17
66165|12||2017-05-25|2017-05-25
66176|1|Cement Slurry|2018-04-17|2018-04-17
66267|1|Cement and gravel|2018-04-03|2018-04-03
66274|2||2018-04-03|2018-04-03
66275|1|Cement Slurry|2018-04-17|2018-04-17
66282|1|Concrete Slurry|2018-04-17|2018-04-17
66427|1|Tremie and Pressure|2017-08-09|2017-08-09
66428|1|TREMIE-BENTONITE-PRESSURE CEMENT|2018-04-17|2018-04-17
66429|1|TREMIE-BENTONITE-PRESSURE CEMENT|2018-04-17|2018-04-17
66502|1|Cement|2018-04-17|2018-04-17
66526|1|cement slurry|2018-04-17|2018-04-17
66559|1|Cement Slurry|2018-04-17|2018-04-17
66571|1|Cement|2018-04-17|2018-04-17
66670|10|Driller|2017-04-03|2017-04-03
67045|1|Ready Mix|2018-04-17|2018-04-17
68347|2||2018-03-26|2018-03-26
70163|1|POURED IN TOP|2018-04-17|2018-04-17
71370|1|Pumped/Trimie|2018-04-17|2018-04-17
71371|1|Pumped/Trimie|2018-04-17|2018-04-17
71372|1|Pumped/Trimie|2018-04-17|2018-04-17
71373|1|Pumped/Trimie|2018-04-17|2018-04-17
71374|1|Pumped/Trimie|2018-04-17|2018-04-17
71375|1|Pumped/Trimie|2018-04-17|2018-04-17
71515|2||2016-06-29|2016-06-29
71808|2|Driller|2017-04-03|2017-04-03
71943|11||2016-06-29|2016-06-29
72134|17||2017-05-03|2017-05-03
72810|1|Press. pump|2018-04-17|2018-04-17
72811|1|press.pump|2018-04-17|2018-04-17
73531|1|Wheel barrow|2018-04-17|2018-04-17
74135|2|Cement 0-60'|2016-08-04|2016-08-04
74199|1|By hand|2018-04-17|2018-04-17
74358|1|HAND|2018-04-17|2018-04-17
74359|17||2016-06-27|2016-06-27
74573|17||2016-06-15|2016-06-15
74574|17||2016-06-15|2016-06-15
74742|2||2016-08-05|2016-08-05
74932|1|Ready Mix|2018-04-17|2018-04-17
74938|18||2018-04-17|2018-04-17
74939|1|Ready Mix Cement|2018-04-17|2018-04-17
74977|1|Ready Mix Cement|2018-04-17|2018-04-17
75000|1|Ready Mix Cement|2018-04-17|2018-04-17
75001|1|Ready Mix Cement|2018-04-17|2018-04-17
75260|1|HAND|2018-04-17|2018-04-17
76287|17||2018-04-17|2018-04-17
76288|17||2018-04-17|2018-04-17
76289|17||2018-04-17|2018-04-17
76335|17||2018-04-17|2018-04-17
76571|1|Positive Displacement-Exterior Method|2018-04-17|2018-04-17
76572|15||2018-04-17|2018-04-17
76583|15||2018-04-17|2018-04-17
76584|1|Pumped through a tremie pipe|2018-04-17|2018-04-17
76605|1|Positive Displacement-Exterior Method|2018-04-17|2018-04-17
76606|1|Positive displacement through pipe|2018-04-17|2018-04-17
76607|1|Positive displacement through pipe|2018-04-17|2018-04-17
76642|1|Positive displacement through pipe|2018-04-17|2018-04-17
76643|1|Positive displacement through pipe|2018-04-17|2018-04-17
76644|1|Positive displacement through pipe|2018-04-17|2018-04-17
76645|1|Positive displacement through pipe|2018-04-17|2018-04-17
76646|1|Positive displacement through pipe|2018-04-17|2018-04-17
76647|1|Positive displacement through pipe|2018-04-17|2018-04-17
76648|1|Positive displacement through pipe|2018-04-17|2018-04-17
76649|1|Positive displacement through pipe|2018-04-17|2018-04-17
76666|2||2019-03-04|2019-03-04
76826|1|Positive Displacement-Exterior Method|2018-04-17|2018-04-17
76827|1|Positive Displacement-Exterior Method|2018-04-17|2018-04-17
76828|15||2018-04-17|2018-04-17
76858|1|Positive Displacement-Exterior Method|2018-04-17|2018-04-17
76859|1|Positive Displacement-Exterior Method|2018-04-17|2018-04-17
76972|1|Positive displacement through pipe|2018-04-17|2018-04-17
76973|1|Positive displacement through pipe|2018-04-17|2018-04-17
76974|1|Positive displacement through pipe|2018-04-17|2018-04-17
76975|1|Positive displacement through pipe|2018-04-17|2018-04-17
76976|1|Positive displacement through pipe|2018-04-17|2018-04-17
76977|1|Positive displacement through pipe|2018-04-17|2018-04-17
76978|17||2017-05-03|2017-05-03
76984|17||2017-05-03|2017-05-03
77023|17||2017-05-03|2017-05-03
77024|17||2017-05-03|2017-05-03
77025|17||2017-05-03|2017-05-03
77026|17||2017-05-03|2017-05-03
77027|15||2018-04-17|2018-04-17
77051|17||2017-05-03|2017-05-03
77052|17||2017-05-03|2017-05-03
77053|17||2017-05-03|2017-05-03
77054|17||2017-05-03|2017-05-03
77055|17||2017-05-03|2017-05-03
77056|17||2017-05-03|2017-05-03
77222|1|pumped through tremie pipe|2018-04-17|2018-04-17
77263|1|pumped through tremie pipe|2018-04-17|2018-04-17
77264|1|pumped through tremie pipe|2018-04-17|2018-04-17
77293|1|pumped through tremie pipe|2018-04-17|2018-04-17
78336|2||2017-01-11|2017-01-11
78337|1|ready mix|2018-04-17|2018-04-17
78527|2||2017-03-02|2017-03-02
78750|1|positive displacement|2018-04-17|2018-04-17
78990|1|Wheel Barrow|2018-04-17|2018-04-17
79077|15|Driller|2017-03-30|2017-03-30
79195|1|positive displacement|2018-04-17|2018-04-17
79316|1|pumped thru tremie pipe|2018-04-17|2018-04-17
79330|2|cement |2017-03-02|2017-03-02
79354|12|Cement |2017-03-02|2017-03-02
79368|2|cement |2017-03-02|2017-03-02
79376|10|Cement|2017-03-02|2017-03-02
79397|2|cement |2017-03-02|2017-03-02
79419|1|positive displacement|2018-04-17|2018-04-17
79420|1|positive displacement|2018-04-17|2018-04-17
79441|18||2018-04-17|2018-04-17
79491|1|tremie pipe|2018-04-17|2018-04-17
79500|1|pumped thru tremie pipe|2018-04-17|2018-04-17
79594|1|HAND|2018-04-17|2018-04-17
79604|1|pumped thru tremie pipe|2018-04-17|2018-04-17
79605|1|tremie pipe|2018-04-17|2018-04-17
79727|1|Hand|2018-04-17|2018-04-17
79754|1|positive displacement|2018-04-17|2018-04-17
79760|1|PRESSURE CEMENTING|2018-04-17|2018-04-17
79770|1|HAND|2018-04-17|2018-04-17
79771|1|hand|2018-04-17|2018-04-17
79772|1|HAND|2018-04-17|2018-04-17
79773|1|HAND|2018-04-17|2018-04-17
79774|1|HAND|2018-04-17|2018-04-17
79775|1|HAND|2018-04-17|2018-04-17
79777|1|Hand Mix|2018-04-17|2018-04-17
79790|1|HAND|2018-04-17|2018-04-17
79795|1|positive displacement|2018-04-17|2018-04-17
79802|1|HAND|2018-04-17|2018-04-17
79957|12||2016-07-29|2016-07-29
79961|15||2016-08-01|2016-08-01
79976|2|cement|2016-08-01|2016-08-01
80022|14|Driller|2017-03-30|2017-03-30
80033|12||2018-04-17|2018-04-17
80140|1|hand|2018-04-17|2018-04-17
80141|1|Hand Mix|2018-04-17|2018-04-17
80151|1|hand|2018-04-17|2018-04-17
80161|1|pumped thru tremie pipe|2018-04-17|2018-04-17
80199|1|Pump Mix w/tremmie pipe|2018-04-17|2018-04-17
80205|1|Hand Mix|2018-04-17|2018-04-17
80245|13||2018-04-17|2018-04-17
80272|1|CONCRETE MIX|2018-04-17|2018-04-17
80321|14|cement 0-100'|2016-08-03|2016-08-03
81237|2|Driller|2017-03-30|2017-03-30
81704|1|Poured From Top|2018-04-17|2018-04-17
81717|14||2018-04-17|2018-04-17
81988|1|tremmie|2018-04-17|2018-04-17
81989|1|POUR|2018-04-17|2018-04-17
81993|1|POUR|2018-04-17|2018-04-17
81995|1|POUR|2018-04-17|2018-04-17
82034|2||2017-03-30|2017-03-30
82254|1|poured from top|2018-04-17|2018-04-17
82317|11||2018-04-17|2018-04-17
82853|1|POUR|2018-04-17|2018-04-17
83072|11|Driller|2017-03-29|2017-03-29
83091|11||2018-04-17|2018-04-17
83245|13|Driller|2017-03-30|2017-03-30
83392|2||2018-04-17|2018-04-17
83416|1|trimmie|2018-04-17|2018-04-17
83446|1|POUR|2018-04-17|2018-04-17
